,dpdp_id_1,dpdp_id_2,University,AcademicUnit,NameRaw,AcademicRank,HD,HDSchool,HDYear,NoPPubGrad,FirstPPubYearRel,TotalPPub,TotalYearPhD,TotalPPubYearEnd,YearAvgPPubStartGrad,YearAvgPPubEndPhD,TotalWorkingPaper,TotalWorkInProgress,TotalOtherPub,TotalBook,Notes,Rank_HDSchool_2005,Rank_HDSchool_Cand_2005,Rank_HDSchool_Score_2005,Rank_HDSchool_2024,Rank_HDSchool_Cand_2024,Rank_HDSchool_Score_2024,RepecRank,RankSource,NameBertNer,NameSpacyNer,FacNameCleanNER,NerNameBool,title_parsed,first_parsed,middle_parsed,last_parsed,suffix_parsed,nickname_parsed,Gender,GenderBinary,__name,asian,hispanic,nh_black,nh_white,race,RaceBinary
147,149,149,University of Calgary,Economics,Robert Oxoby,Professor,PhD,University of California at Davis,2000.0,,,,,,,,,,,,,10.0,University of California,95.0,62.0,University of California-Davis,95.0,10.0,closest_use_2005,"['Robert Oxoby', [{'entity': 'B-PER', 'score': 0.99925894, 'index': 1, 'word': 'Robert', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99920964, 'index': 2, 'word': 'O', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.994559, 'index': 3, 'word': '##x', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.96466345, 'index': 4, 'word': '##ob', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9573983, 'index': 5, 'word': '##y', 'start': 11, 'end': 12}], 'Robert Oxoby']","[['Robert Oxoby', 'PERSON']]",Robert Oxoby,True,,Robert,,Oxoby,,,Male,0,Robert Oxoby,0.0017736995,0.014242131,0.8544375,0.12954669,nh_black,0
148,150,150,University of Calgary,Economics,Eugene Beaulieu,Professor,PhD,,,,,,,,,,,,,,,,,,,,,,,"['Eugene Beaulieu', [{'entity': 'B-PER', 'score': 0.9994056, 'index': 1, 'word': 'Eugene', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99950814, 'index': 2, 'word': 'Beau', 'start': 7, 'end': 11}, {'entity': 'I-PER', 'score': 0.9948866, 'index': 3, 'word': '##lie', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.98251754, 'index': 4, 'word': '##u', 'start': 14, 'end': 15}], 'Eugene Beaulieu']","[['Eugene Beaulieu', 'PERSON']]",Eugene Beaulieu,True,,Eugene,,Beaulieu,,,Male,0,Eugene Beaulieu,0.00020287771,0.0027197548,0.99434704,0.0027303111,nh_black,0
149,151,151,University of Calgary,Economics,Jeffrey Robert Church,Professor,PhD,"University of California, Berkeley",1989.0,0.0,3.0,13.0,3.0,2023.0,,,,,,,,10.0,University of California,95.0,8.0,University of California-Berkeley,99.0,10.0,closest_use_2005,"['Jeffrey Robert Church', [{'entity': 'B-PER', 'score': 0.9975165, 'index': 1, 'word': 'Jeffrey', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99617696, 'index': 2, 'word': 'Robert', 'start': 8, 'end': 14}, {'entity': 'I-PER', 'score': 0.99824095, 'index': 3, 'word': 'Church', 'start': 15, 'end': 21}], 'Jeffrey Robert Church']","[['Jeffrey Robert Church', 'PERSON']]",Jeffrey Robert Church,True,,Jeffrey,Robert,Church,,,Male,0,Jeffrey Church,0.030486386,0.012186108,0.30497205,0.6523554,nh_white,1
150,152,152,University of Calgary,Economics,Aidan Hollis,Professor,PhD,University of Toronto ,1996.0,0.0,2.0,76.0,6.0,,,,,,,,,52.0,University of Toronto,100.0,58.0,University of Toronto,100.0,52.0,closest_use_2005,"['Aidan Hollis', [{'entity': 'B-PER', 'score': 0.99858606, 'index': 1, 'word': 'Aidan', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9995772, 'index': 2, 'word': 'Ho', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9989046, 'index': 3, 'word': '##llis', 'start': 8, 'end': 12}], 'Aidan Hollis']","[['Aidan Hollis', 'PERSON']]",Aidan Hollis,True,,Aidan,,Hollis,,,Male,0,Aidan Hollis,0.017341161,0.14357848,0.04554145,0.79353887,nh_white,1
151,153,153,University of Calgary,Economics,Ronald D. Kneebone,Professor,PhD,McMaster University,1988.0,,,,,,,,,,,,,,,,231.0,McMaster University,100.0,231.0,closest_use_2024,"['Ronald D. Kneebone', [{'entity': 'B-PER', 'score': 0.9974426, 'index': 1, 'word': 'Ronald', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9963709, 'index': 2, 'word': 'D', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.6546011, 'index': 3, 'word': '.', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9993437, 'index': 4, 'word': 'K', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.99651295, 'index': 5, 'word': '##nee', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.9859081, 'index': 6, 'word': '##bone', 'start': 14, 'end': 18}], 'Ronald D. Kneebone']","[['Ronald D. Kneebone', 'PERSON']]",Ronald D. Kneebone,True,,Ronald,D.,Kneebone,,,Male,0,Ronald Kneebone,0.0022833573,0.009128087,0.1863472,0.80224127,nh_white,1
152,154,154,University of Calgary,Economics,Mingshan Lu,Professor,PhD,Boston University,1997.0,0.0,2.0,49.0,,2023.0,,,,,,,,27.0,Boston University,100.0,28.0,Boston University,100.0,27.0,closest_use_2005,"['Mingshan Lu', [{'entity': 'B-PER', 'score': 0.922754, 'index': 1, 'word': 'Ming', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.34680215, 'index': 2, 'word': '##shan', 'start': 4, 'end': 8}, {'entity': 'I-PER', 'score': 0.8664601, 'index': 3, 'word': 'Lu', 'start': 9, 'end': 11}], 'Mingshan Lu']","[['Mingshan Lu', 'PERSON']]",Mingshan Lu,True,,Mingshan,,Lu,,,Female,1,Mingshan Lu,0.055564296,0.15433228,0.26167452,0.5284289,nh_white,1
153,155,155,University of Calgary,Economics,Arvind Magesan,Professor,PhD,University of Toronto ,2011.0,1.0,-1.0,9.0,,2022.0,,,,,,,,52.0,University of Toronto,100.0,58.0,University of Toronto,100.0,52.0,closest_use_2005,"['Arvind Magesan', [{'entity': 'B-PER', 'score': 0.9974375, 'index': 1, 'word': 'A', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9401888, 'index': 2, 'word': '##rvin', 'start': 1, 'end': 5}, {'entity': 'I-PER', 'score': 0.97139794, 'index': 3, 'word': '##d', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.9994759, 'index': 4, 'word': 'Ma', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9922827, 'index': 5, 'word': '##ges', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.9647464, 'index': 6, 'word': '##an', 'start': 12, 'end': 14}], 'Arvind Magesan']","[['Arvind Magesan', 'PERSON']]",Arvind Magesan,True,,Arvind,,Magesan,,,Male,0,Arvind Magesan,0.042389728,0.16408032,0.26090324,0.5326267,nh_white,1
154,156,156,University of Calgary,Economics,Kenneth James McKenzie,Professor,PhD,Queen’s University,1990.0,,,,,2022.0,,,,,,,,,,,98.0,Queen's University,100.0,98.0,closest_use_2024,"['Kenneth James McKenzie', [{'entity': 'B-PER', 'score': 0.9957241, 'index': 1, 'word': 'Kenneth', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9940601, 'index': 2, 'word': 'James', 'start': 8, 'end': 13}, {'entity': 'I-PER', 'score': 0.99846786, 'index': 3, 'word': 'McKenzie', 'start': 14, 'end': 22}], 'Kenneth James McKenzie']","[['Kenneth James McKenzie', 'PERSON']]",Kenneth James McKenzie,True,,Kenneth,James,McKenzie,,,Male,0,Kenneth Mckenzie,0.001323767,0.0063677155,0.08721836,0.90509015,nh_white,1
155,157,157,University of Calgary,Economics,Apostolos Serletis,Professor,PhD,McMaster University,1984.0,0.0,18.0,11.0,,,,,,,,,,,,,231.0,McMaster University,100.0,231.0,closest_use_2024,"['Apostolos Serletis', [{'entity': 'B-PER', 'score': 0.99644464, 'index': 1, 'word': 'A', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.77634513, 'index': 2, 'word': '##post', 'start': 1, 'end': 5}, {'entity': 'I-PER', 'score': 0.91304475, 'index': 3, 'word': '##olo', 'start': 5, 'end': 8}, {'entity': 'I-PER', 'score': 0.9565414, 'index': 4, 'word': '##s', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9993255, 'index': 5, 'word': 'Ser', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.9974734, 'index': 6, 'word': '##let', 'start': 13, 'end': 16}, {'entity': 'I-PER', 'score': 0.96282333, 'index': 7, 'word': '##is', 'start': 16, 'end': 18}], 'Apostolos Serletis']","[['Apostolos Serletis', 'PERSON']]",Apostolos Serletis,True,,Apostolos,,Serletis,,,Male,0,Apostolos Serletis,0.06607902,0.39514047,0.01826632,0.52051413,nh_white,1
156,158,158,University of Calgary,Economics,M. Scott Taylor,Professor,PhD,Queen’s University,1991.0,0.0,1.0,33.0,,,,,,,,,,,,,98.0,Queen's University,100.0,98.0,closest_use_2024,"['M. Scott Taylor', [{'entity': 'B-PER', 'score': 0.9872028, 'index': 1, 'word': 'M', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.39404395, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.9839438, 'index': 3, 'word': 'Scott', 'start': 3, 'end': 8}, {'entity': 'I-PER', 'score': 0.9960912, 'index': 4, 'word': 'Taylor', 'start': 9, 'end': 15}], 'M. Scott Taylor']","[['M. Scott Taylor', 'PERSON']]",M. Scott Taylor,True,,Scott,M. ,Taylor,,,Male,0,Scott Taylor,0.00777672,0.0077666035,0.14650176,0.8379549,nh_white,1
157,159,159,University of Calgary,Economics,Trevor Tombe,Professor,PhD,University of Toronto ,2011.0,1.0,0.0,16.0,5.0,,,,,,,,,52.0,University of Toronto,100.0,58.0,University of Toronto,100.0,52.0,closest_use_2005,"['Trevor Tombe', [{'entity': 'B-PER', 'score': 0.9991916, 'index': 1, 'word': 'Trevor', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9993254, 'index': 2, 'word': 'Tomb', 'start': 7, 'end': 11}, {'entity': 'I-PER', 'score': 0.9402653, 'index': 3, 'word': '##e', 'start': 11, 'end': 12}], 'Trevor Tombe']",[],Trevor Tombe,True,,Trevor,,Tombe,,,Male,0,Trevor Tombe,0.015514468,0.11455282,0.13537009,0.73456264,nh_white,1
158,160,160,University of Calgary,Economics,Benjamin Crost,Associate Professor,PhD,University of California,2011.0,3.0,-4.0,17.0,,2024.0,,,,,,,,10.0,University of California,100.0,8.0,University of California-Berkeley,95.0,10.0,closest_use_2005,"['Benjamin Crost', [{'entity': 'B-PER', 'score': 0.99858934, 'index': 1, 'word': 'Benjamin', 'start': 0, 'end': 8}, {'entity': 'I-PER', 'score': 0.99924797, 'index': 2, 'word': 'C', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.9510449, 'index': 3, 'word': '##ros', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.9948591, 'index': 4, 'word': '##t', 'start': 13, 'end': 14}], 'Benjamin Crost']","[['Benjamin Crost', 'PERSON']]",Benjamin Crost,True,,Benjamin,,Crost,,,Male,0,Benjamin Crost,0.005935788,0.014785828,0.60020643,0.37907195,nh_black,0
159,161,161,University of Calgary,Economics,Jean-William Laliberté,Associate Professor,PhD,University of Toronto,2018.0,1.0,0.0,10.0,6.0,2024.0,,,,,,,,52.0,University of Toronto,100.0,58.0,University of Toronto,100.0,58.0,closest_use_2024,"['Jean-William Laliberté', [{'entity': 'B-PER', 'score': 0.9953565, 'index': 1, 'word': 'Jean', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9260372, 'index': 2, 'word': '-', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.9749186, 'index': 3, 'word': 'William', 'start': 5, 'end': 12}, {'entity': 'I-PER', 'score': 0.99926275, 'index': 4, 'word': 'Lal', 'start': 13, 'end': 16}, {'entity': 'I-PER', 'score': 0.99155396, 'index': 5, 'word': '##iber', 'start': 16, 'end': 20}, {'entity': 'I-PER', 'score': 0.99660826, 'index': 6, 'word': '##té', 'start': 20, 'end': 22}], 'Jean-William Laliberté']","[['Jean-William Laliberté', 'PERSON']]",Jean-William Laliberté,True,,Jean-William,,Laliberté,,,Male,0,Jean-William Laliberté,0.0012863175,0.0028212995,0.98802745,0.0078649465,nh_black,0
160,162,162,University of Calgary,Economics,Lucija Muehlenbachs,Associate Professor,PhD,University of Maryland,2009.0,1.0,-3.0,16.0,5.0,,,,,,,,,55.0,University of Maryland,100.0,72.0,University of Maryland,100.0,55.0,closest_use_2005,"['Lucija Muehlenbachs', [{'entity': 'B-PER', 'score': 0.99762374, 'index': 1, 'word': 'Luc', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.8843135, 'index': 2, 'word': '##ija', 'start': 3, 'end': 6}, {'entity': 'I-PER', 'score': 0.99922717, 'index': 3, 'word': 'Mu', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.98169243, 'index': 4, 'word': '##eh', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.98572415, 'index': 5, 'word': '##len', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.98425287, 'index': 6, 'word': '##bach', 'start': 14, 'end': 18}, {'entity': 'I-PER', 'score': 0.5036336, 'index': 7, 'word': '##s', 'start': 18, 'end': 19}], 'Lucija Muehlenbachs']",[],Lucija Muehlenbachs,True,,Lucija,,Muehlenbachs,,,Female,1,Lucija Muehlenbachs,0.018978426,0.32486796,0.21932891,0.43682468,nh_white,1
161,163,163,University of Calgary,Economics,Erica Myers,Associate Professor,PhD,University of California,2014.0,6.0,-4.0,15.0,,,,,,,,,,10.0,University of California,100.0,8.0,University of California-Berkeley,95.0,10.0,closest_use_2005,"['Erica Myers', [{'entity': 'B-PER', 'score': 0.99849105, 'index': 1, 'word': 'Erica', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99927396, 'index': 2, 'word': 'Myers', 'start': 6, 'end': 11}], 'Erica Myers']","[['Erica Myers', 'PERSON']]",Erica Myers,True,,Erica,,Myers,,,Female,1,Erica Myers,0.038670246,0.11279064,0.13151978,0.7170194,nh_white,1
162,164,164,University of Calgary,Economics,Blake Shaffer,Associate Professor,PhD,University of Calgary,2018.0,,,4.0,4.0,,,,,,,,,,,,246.0,University of Calgary,100.0,246.0,closest_use_2024,"['Blake Shaffer', [{'entity': 'B-PER', 'score': 0.99859875, 'index': 1, 'word': 'Blake', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9992305, 'index': 2, 'word': 'S', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.94831073, 'index': 3, 'word': '##ha', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.53435606, 'index': 4, 'word': '##ffer', 'start': 9, 'end': 13}], 'Blake Shaffer']","[['Blake Shaffer', 'PERSON']]",Blake Shaffer,True,,Blake,,Shaffer,,,Male,0,Blake Shaffer,0.0030630787,0.018250525,0.8627012,0.11598528,nh_black,0
163,165,165,University of Calgary,Economics,Stefan Staubli,Associate Professor,PhD,University of St. Gallen,2009.0,0.0,2.0,13.0,4.0,2023.0,,,,,,,,,,,227.0,UniversitÃ¤t St. Gallen,89.0,227.0,closest_use_2024,"['Stefan Staubli', [{'entity': 'B-PER', 'score': 0.999188, 'index': 1, 'word': 'Stefan', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99942267, 'index': 2, 'word': 'St', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.97229916, 'index': 3, 'word': '##au', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.875066, 'index': 4, 'word': '##b', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.84386766, 'index': 5, 'word': '##li', 'start': 12, 'end': 14}], 'Stefan Staubli']","[['Stefan Staubli', 'PERSON']]",Stefan Staubli,True,,Stefan,,Staubli,,,Male,0,Stefan Staubli,0.026070114,0.22833097,0.08606529,0.6595337,nh_white,1
164,166,166,University of Calgary,Economics,Lindsay Tedds,Associate Professor,PhD,McMaster University.,2006.0,3.0,-8.0,19.0,,2023.0,,,,,,,,,,,231.0,McMaster University,100.0,231.0,closest_use_2024,"['Lindsay Tedds', [{'entity': 'B-PER', 'score': 0.99875903, 'index': 1, 'word': 'Lindsay', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9985006, 'index': 2, 'word': 'Ted', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.9938643, 'index': 3, 'word': '##ds', 'start': 11, 'end': 13}], 'Lindsay Tedds']",[],Lindsay Tedds,True,,Lindsay,,Tedds,,,Female,1,Lindsay Tedds,0.0043803765,0.032005403,0.37650928,0.587105,nh_white,1
165,167,167,University of Calgary,Economics,Kunio Tsuyuhara,Associate Professor,PhD,University of Toronto,2011.0,,,,,,,,,,,,,52.0,University of Toronto,100.0,58.0,University of Toronto,100.0,52.0,closest_use_2005,"['Kunio Tsuyuhara', [{'entity': 'B-PER', 'score': 0.9977775, 'index': 1, 'word': 'Ku', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.88472253, 'index': 2, 'word': '##nio', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.99895597, 'index': 3, 'word': 'T', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9834837, 'index': 4, 'word': '##su', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9709245, 'index': 5, 'word': '##yu', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.919709, 'index': 6, 'word': '##hara', 'start': 11, 'end': 15}], 'Kunio Tsuyuhara']","[['Kunio Tsuyuhara', 'PERSON']]",Kunio Tsuyuhara,True,,Kunio,,Tsuyuhara,,,Male,0,Kunio Tsuyuhara,0.8387049,0.021291336,0.03491333,0.10509046,asian,0
166,168,168,University of Calgary,Economics,Alexander Whalley,Associate Professor,PhD,University of Maryland,2006.0,0.0,5.0,9.0,5.0,,,,,,,,,55.0,University of Maryland,100.0,72.0,University of Maryland,100.0,55.0,closest_use_2005,"['Alexander Whalley', [{'entity': 'B-PER', 'score': 0.9988814, 'index': 1, 'word': 'Alexander', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9993038, 'index': 2, 'word': 'W', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.9927209, 'index': 3, 'word': '##hall', 'start': 11, 'end': 15}, {'entity': 'I-PER', 'score': 0.9727314, 'index': 4, 'word': '##ey', 'start': 15, 'end': 17}], 'Alexander Whalley']","[['Alexander Whalley', 'PERSON']]",Alexander Whalley,True,,Alexander,,Whalley,,,Male,0,Alexander Whalley,0.0020090684,0.013206142,0.34052956,0.6442553,nh_white,1
167,169,169,University of Calgary,Economics,Jennifer Winter,Associate Professor,PhD,University of Calgary,2011.0,0.0,4.0,9.0,,2024.0,,,,,,,,,,,246.0,University of Calgary,100.0,246.0,closest_use_2024,"['Jennifer Winter', [{'entity': 'B-PER', 'score': 0.9991528, 'index': 1, 'word': 'Jennifer', 'start': 0, 'end': 8}, {'entity': 'I-PER', 'score': 0.9987656, 'index': 2, 'word': 'Winter', 'start': 9, 'end': 15}], 'Jennifer Winter']","[['Jennifer Winter', 'PERSON']]",Jennifer Winter,True,,Jennifer,,Winter,,,Female,1,Jennifer Winter,0.005256277,0.0140297115,0.16869977,0.8120142,nh_white,1
168,170,170,University of Calgary,Economics,Yu (Sonja) Chen,Assistant Professor,PhD,University of Waterloo,2017.0,,,,,,,,,,,,,,,,,,,,,"['Yu (Sonja) Chen', [{'entity': 'B-PER', 'score': 0.99445564, 'index': 1, 'word': 'Yu', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.7948082, 'index': 2, 'word': '(', 'start': 3, 'end': 4}, {'entity': 'I-PER', 'score': 0.94255084, 'index': 3, 'word': 'Son', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.79804015, 'index': 4, 'word': '##ja', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.751572, 'index': 5, 'word': ')', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.9929997, 'index': 6, 'word': 'Chen', 'start': 11, 'end': 15}], 'Yu (Sonja) Chen']","[['Yu', 'PERSON'], ['Chen', 'PERSON']]",Yu (Sonja) Chen,True,,Yu,,Chen,,Sonja,Female,1,Yu Chen,0.97049034,0.0062881955,0.0046832357,0.018538266,asian,0
169,171,171,University of Calgary,Economics,Kent Fellows,Assistant Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Kent Fellows', [{'entity': 'B-PER', 'score': 0.99476045, 'index': 1, 'word': 'Kent', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9967565, 'index': 2, 'word': 'Fellows', 'start': 5, 'end': 12}], 'Kent Fellows']","[['Kent Fellows', 'PERSON']]",Kent Fellows,True,,Kent,,Fellows,,,Male,0,Kent Fellows,0.014107587,0.14074516,0.23801142,0.6071358,nh_white,1
170,172,172,University of Calgary,Economics,Leonard Goff,Assistant Professor,PhD,Columbia University,2021.0,7.0,-13.0,8.0,,2023.0,,,,,,,,11.0,Columbia University,100.0,30.0,Columbia University,100.0,30.0,closest_use_2024,"['Leonard Goff', [{'entity': 'B-PER', 'score': 0.9987676, 'index': 1, 'word': 'Leonard', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9993992, 'index': 2, 'word': 'Go', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.95603937, 'index': 3, 'word': '##ff', 'start': 10, 'end': 12}], 'Leonard Goff']","[['Leonard Goff', 'PERSON']]",Leonard Goff,True,,Leonard,,Goff,,,Male,0,Leonard Goff,0.0123909535,0.027818948,0.24934569,0.7104444,nh_white,1
171,173,173,University of Calgary,Economics,Terri Kneeland,Assistant Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Terri Kneeland', [{'entity': 'B-PER', 'score': 0.9967257, 'index': 1, 'word': 'Te', 'start': 0, 'end': 2}, {'entity': 'B-PER', 'score': 0.5693117, 'index': 2, 'word': '##rri', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.99932337, 'index': 3, 'word': 'K', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9913224, 'index': 4, 'word': '##nee', 'start': 7, 'end': 10}, {'entity': 'I-PER', 'score': 0.9239208, 'index': 5, 'word': '##land', 'start': 10, 'end': 14}], 'Terri Kneeland']","[['Terri Kneeland', 'PERSON']]",Terri Kneeland,True,,Terri,,Kneeland,,,Female,1,Terri Kneeland,0.081775494,0.083691455,0.0656088,0.7689243,nh_white,1
172,174,174,University of Calgary,Economics,Atsuko Tanaka,Assistant Professor,PhD,University of Wisconsin-Madison,2013.0,0.0,7.0,5.0,,,,,,,,,,30.0,University of Wisconsin,95.0,52.0,University of Wisconsin-Madison,100.0,30.0,closest_use_2005,"['Atsuko Tanaka', [{'entity': 'B-PER', 'score': 0.99826103, 'index': 1, 'word': 'At', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.81629014, 'index': 2, 'word': '##su', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.71394265, 'index': 3, 'word': '##ko', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.9989329, 'index': 4, 'word': 'Tanaka', 'start': 7, 'end': 13}], 'Atsuko Tanaka']","[['Atsuko Tanaka', 'PERSON']]",Atsuko Tanaka,True,,Atsuko,,Tanaka,,,Female,1,Atsuko Tanaka,0.10368307,0.08483058,0.12658787,0.68489844,nh_white,1
173,175,175,Concordia University,Economics,Anca Alecsandru,,,,,,,,,,,,,,,,,,,,,,,,,"['Anca Alecsandru', [{'entity': 'B-PER', 'score': 0.99556124, 'index': 1, 'word': 'An', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.92234635, 'index': 2, 'word': '##ca', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.99873406, 'index': 3, 'word': 'Alec', 'start': 5, 'end': 9}, {'entity': 'I-PER', 'score': 0.9902574, 'index': 4, 'word': '##san', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.973403, 'index': 5, 'word': '##dr', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.9519759, 'index': 6, 'word': '##u', 'start': 14, 'end': 15}], 'Anca Alecsandru']",[],Anca Alecsandru,True,,Anca,,Alecsandru,,,Female,1,Anca Alecsandru,0.092393555,0.49537617,0.019038469,0.39319178,hispanic,0
174,176,176,Concordia University,Economics,Christian Belzil,,,,,,,,,,,,,,,,,,,,,,,,,"['Christian Belzil', [{'entity': 'B-PER', 'score': 0.999092, 'index': 1, 'word': 'Christian', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.99921453, 'index': 2, 'word': 'Bel', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.98752373, 'index': 3, 'word': '##zi', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.95186424, 'index': 4, 'word': '##l', 'start': 15, 'end': 16}], 'Christian Belzil']",[],Christian Belzil,True,,Christian,,Belzil,,,Male,0,Christian Belzil,0.008769084,0.0653623,0.42665517,0.49921346,nh_white,1
175,177,177,Concordia University,Economics,Jan Victor Dee,Assistant Professor,PhD,University of Toronto,2020.0,9.0,-4.0,9.0,,,,,,,,,,52.0,University of Toronto,100.0,58.0,University of Toronto,100.0,58.0,closest_use_2024,"['Jan Victor Dee', [{'entity': 'B-PER', 'score': 0.99692386, 'index': 1, 'word': 'Jan', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.98914194, 'index': 2, 'word': 'Victor', 'start': 4, 'end': 10}, {'entity': 'I-PER', 'score': 0.99866796, 'index': 3, 'word': 'Dee', 'start': 11, 'end': 14}], 'Jan Victor Dee']","[['Victor Dee', 'PERSON']]",Jan Victor Dee,True,,Jan,Victor,Dee,,,Male,0,Jan Dee,0.9781365,0.0062201773,0.00550344,0.01013994,asian,0
176,178,178,Concordia University,Economics,Effrosyni Diamantoudi,Professor,PhD,McGill University,,,,,,2024.0,,,,,,,,,,,160.0,McGill University,100.0,160.0,closest_use_2024,"['Effrosyni Diamantoudi', [{'entity': 'I-PER', 'score': 0.27691442, 'index': 2, 'word': '##ff', 'start': 1, 'end': 3}, {'entity': 'I-PER', 'score': 0.5958477, 'index': 8, 'word': '##to', 'start': 16, 'end': 18}, {'entity': 'I-PER', 'score': 0.6047237, 'index': 9, 'word': '##udi', 'start': 18, 'end': 21}], 'Effrosyni Diamantoudi']",[],Effrosyni Diamantoudi,True,,Effrosyni,,Diamantoudi,,,Female,1,Effrosyni Diamantoudi,0.04285096,0.047700427,0.01935847,0.8900901,nh_white,1
