dpdp_id_1,dpdp_id_2,University,AcademicUnit,NameRaw,AcademicRank,HD,HDSchool,HDYear,NoPPubGrad,FirstPPubYearRel,TotalPPub,TotalYearPhD,TotalPPubYearEnd,YearAvgPPubStartGrad,YearAvgPPubEndPhD,TotalWorkingPaper,TotalWorkInProgress,TotalOtherPub,TotalBook,Notes,Rank_HDSchool_2005,Rank_HDSchool_Cand_2005,Rank_HDSchool_Score_2005,Rank_HDSchool_2024,Rank_HDSchool_Cand_2024,Rank_HDSchool_Score_2024,RepecRank,RankSource,NameBertNer,NameSpacyNer,FacNameCleanNER,NerNameBool,title_parsed,first_parsed,middle_parsed,last_parsed,suffix_parsed,nickname_parsed
174,174,University of Calgary,Economics,Atsuko Tanaka,Assistant Professor,PhD,University of Wisconsin-Madison,2013,0,7,5,,,,,,,,,,30,University of Wisconsin,95,52,University of Wisconsin-Madison,100,30,closest_use_2005,"['Atsuko Tanaka', [{'entity': 'B-PER', 'score': 0.99826103, 'index': 1, 'word': 'At', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.81629014, 'index': 2, 'word': '##su', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.71394265, 'index': 3, 'word': '##ko', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.9989329, 'index': 4, 'word': 'Tanaka', 'start': 7, 'end': 13}], 'Atsuko Tanaka']","[['Atsuko Tanaka', 'PERSON']]",Atsuko Tanaka,TRUE,,Atsuko,,Tanaka,,
175,175,Concordia University,Economics,Anca Alecsandru,,,,,,,,,,,,,,,,,,,,,,,,,"['Anca Alecsandru', [{'entity': 'B-PER', 'score': 0.99556124, 'index': 1, 'word': 'An', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.92234635, 'index': 2, 'word': '##ca', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.99873406, 'index': 3, 'word': 'Alec', 'start': 5, 'end': 9}, {'entity': 'I-PER', 'score': 0.9902574, 'index': 4, 'word': '##san', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.973403, 'index': 5, 'word': '##dr', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.9519759, 'index': 6, 'word': '##u', 'start': 14, 'end': 15}], 'Anca Alecsandru']",[],Anca Alecsandru,TRUE,,Anca,,Alecsandru,,
176,176,Concordia University,Economics,Christian Belzil,,,,,,,,,,,,,,,,,,,,,,,,,"['Christian Belzil', [{'entity': 'B-PER', 'score': 0.999092, 'index': 1, 'word': 'Christian', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.99921453, 'index': 2, 'word': 'Bel', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.98752373, 'index': 3, 'word': '##zi', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.95186424, 'index': 4, 'word': '##l', 'start': 15, 'end': 16}], 'Christian Belzil']",[],Christian Belzil,TRUE,,Christian,,Belzil,,
177,177,Concordia University,Economics,Jan Victor Dee,Assistant Professor,PhD,University of Toronto,2020,9,-4,9,,,,,,,,,,52,University of Toronto,100,58,University of Toronto,100,58,closest_use_2024,"['Jan Victor Dee', [{'entity': 'B-PER', 'score': 0.99692386, 'index': 1, 'word': 'Jan', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.98914194, 'index': 2, 'word': 'Victor', 'start': 4, 'end': 10}, {'entity': 'I-PER', 'score': 0.99866796, 'index': 3, 'word': 'Dee', 'start': 11, 'end': 14}], 'Jan Victor Dee']","[['Victor Dee', 'PERSON']]",Jan Victor Dee,TRUE,,Jan,Victor,Dee,,
178,178,Concordia University,Economics,Effrosyni Diamantoudi,Professor,PhD,McGill University,,,,,,2024,,,,,,,,,,,160,McGill University,100,160,closest_use_2024,"['Effrosyni Diamantoudi', [{'entity': 'I-PER', 'score': 0.27691442, 'index': 2, 'word': '##ff', 'start': 1, 'end': 3}, {'entity': 'I-PER', 'score': 0.5958477, 'index': 8, 'word': '##to', 'start': 16, 'end': 18}, {'entity': 'I-PER', 'score': 0.6047237, 'index': 9, 'word': '##udi', 'start': 18, 'end': 21}], 'Effrosyni Diamantoudi']",[],Effrosyni Diamantoudi,TRUE,,Effrosyni,,Diamantoudi,,
179,179,Concordia University,Economics,Prosper Dovonon,Associate Professor,PhD,Universit ́e de Montr ́eal,2007,0,5,14,,,,,,,,,,,,,347,Universite de Montreal,92,347,closest_use_2024,"['Prosper Dovonon', [{'entity': 'B-PER', 'score': 0.9981912, 'index': 1, 'word': 'Pro', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9558153, 'index': 2, 'word': '##sper', 'start': 3, 'end': 7}, {'entity': 'I-PER', 'score': 0.99941456, 'index': 3, 'word': 'Do', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.9981249, 'index': 4, 'word': '##von', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.99337363, 'index': 5, 'word': '##on', 'start': 13, 'end': 15}], 'Prosper Dovonon']",[],Prosper Dovonon,TRUE,,Prosper,,Dovonon,,
180,180,Concordia University,Economics,Paul Gomme,Professor,PhD,University Of Western Ontario,1991,0,2,35,,2021,,,,,,,,89,University of Western Ontario,100,99,University of Western Ontario,100,89,closest_use_2005,"['Paul Gomme', [{'entity': 'B-PER', 'score': 0.99918324, 'index': 1, 'word': 'Paul', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99913055, 'index': 2, 'word': 'Go', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.9816436, 'index': 3, 'word': '##mme', 'start': 7, 'end': 10}], 'Paul Gomme']","[['Paul Gomme', 'PERSON']]",Paul Gomme,TRUE,,Paul,,Gomme,,
181,181,Concordia University,Economics,Jorgen Hansen,Professor,PhD,University of Gothenburg,1997,0,2,20,,2021,,,,,,,,,,,,,,,,"['Jorgen Hansen', [{'entity': 'B-PER', 'score': 0.99720544, 'index': 1, 'word': 'Jorge', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.8835091, 'index': 2, 'word': '##n', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.99842703, 'index': 3, 'word': 'Hansen', 'start': 7, 'end': 13}], 'Jorgen Hansen']","[['Jorgen Hansen', 'PERSON']]",Jorgen Hansen,TRUE,,Jorgen,,Hansen,,
182,182,Concordia University,Economics,Ian Irvine,Professor,PhD,University of Western Ontario,1978,2,0,36,,2013,,,,,,,,89,University of Western Ontario,100,99,University of Western Ontario,100,89,closest_use_2005,"['Ian Irvine', [{'entity': 'B-PER', 'score': 0.99899656, 'index': 1, 'word': 'Ian', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9991947, 'index': 2, 'word': 'Irvine', 'start': 4, 'end': 10}], 'Ian Irvine']","[['Ian Irvine', 'PERSON']]",Ian Irvine,TRUE,,Ian,,Irvine,,
183,183,Concordia University,Economics,Heejeong Kim,Assistant Professor,PhD,The Ohio State University,2017,0,5,2,,2024,,,,,,,,96,Ohio State University,95,126,Ohio State University,95,126,closest_use_2024,"['Heejeong Kim', [{'entity': 'B-PER', 'score': 0.99627364, 'index': 1, 'word': 'He', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.4435903, 'index': 2, 'word': '##ej', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.56960887, 'index': 3, 'word': '##eon', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.5232358, 'index': 4, 'word': '##g', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9861114, 'index': 5, 'word': 'Kim', 'start': 9, 'end': 12}], 'Heejeong Kim']","[['Heejeong Kim', 'PERSON']]",Heejeong Kim,TRUE,,Heejeong,,Kim,,
184,184,Concordia University,Economics,Tatyana Koreshkova,Professor,PhD,University of Western Ontario,2002,0,4,6,,,,,,,,,,89,University of Western Ontario,100,99,University of Western Ontario,100,89,closest_use_2005,"['Tatyana Koreshkova', [{'entity': 'B-PER', 'score': 0.997715, 'index': 1, 'word': 'Ta', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.744382, 'index': 2, 'word': '##ty', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.77575636, 'index': 3, 'word': '##ana', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.99944335, 'index': 4, 'word': 'Ko', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.9943948, 'index': 5, 'word': '##resh', 'start': 10, 'end': 14}, {'entity': 'I-PER', 'score': 0.8125892, 'index': 6, 'word': '##kova', 'start': 14, 'end': 18}], 'Tatyana Koreshkova']",[],Tatyana Koreshkova,TRUE,,Tatyana,,Koreshkova,,
185,185,Concordia University,Economics,Moshe Lander,Senior Lecturer,PhD,,,,,,,,,,,,,,,,,,,,,,,"['Moshe Lander', [{'entity': 'B-PER', 'score': 0.9987324, 'index': 1, 'word': 'Mo', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.8208137, 'index': 2, 'word': '##she', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.99901605, 'index': 3, 'word': 'Land', 'start': 6, 'end': 10}, {'entity': 'I-PER', 'score': 0.9054898, 'index': 4, 'word': '##er', 'start': 10, 'end': 12}], 'Moshe Lander']","[['Moshe Lander', 'PERSON']]",Moshe Lander,TRUE,,Moshe,,Lander,,
186,186,Concordia University,Economics,Carol Chui Ha Lau,Senior Lecturer,PhD,University of Calgary,,,,,,,,,,,,,,,,,246,University of Calgary,100,246,closest_use_2024,"['Carol Chui Ha Lau', [{'entity': 'B-PER', 'score': 0.99432206, 'index': 1, 'word': 'Carol', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99566734, 'index': 2, 'word': 'Chu', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.5287773, 'index': 3, 'word': '##i', 'start': 9, 'end': 10}, {'entity': 'B-PER', 'score': 0.94263345, 'index': 4, 'word': 'Ha', 'start': 11, 'end': 13}, {'entity': 'I-PER', 'score': 0.9635752, 'index': 5, 'word': 'Lau', 'start': 14, 'end': 17}], 'Carol Chui Ha Lau']","[['Carol Chui Ha Lau', 'PERSON']]",Carol Chui Ha Lau,TRUE,,Carol,Chui Ha,Lau,,
187,187,Concordia University,Economics,Greg LeBlanc,Associate Professor,PhD ,Queen's University,,,,,,,,,,,,,,,,,98,Queen's University,100,98,closest_use_2024,"['Greg LeBlanc', [{'entity': 'B-PER', 'score': 0.99923086, 'index': 1, 'word': 'Greg', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99921405, 'index': 2, 'word': 'Le', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.98926824, 'index': 3, 'word': '##B', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.8928445, 'index': 4, 'word': '##lan', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.68835086, 'index': 5, 'word': '##c', 'start': 11, 'end': 12}], 'Greg LeBlanc']","[['Greg LeBlanc', 'PERSON']]",Greg LeBlanc,TRUE,,Greg,,LeBlanc,,
188,188,Concordia University,Economics,Ming Li,Professor,PhD,University of Wisconsin-Madison,2004,0,4,13,,2024,,,,,,,,30,University of Wisconsin,95,52,University of Wisconsin-Madison,100,30,closest_use_2005,"['Ming Li', [{'entity': 'B-PER', 'score': 0.99656385, 'index': 1, 'word': 'Ming', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9877808, 'index': 2, 'word': 'Li', 'start': 5, 'end': 7}], 'Ming Li']","[['Ming Li', 'PERSON']]",Ming Li,TRUE,,Ming,,Li,,
189,189,Concordia University,Economics,Damba Lkhagvasuren,Associate Professor,PhD,University of Rochester,2007,0,3,11,,2023,,,,,,,,79,University of Rochester,100,248,University of Rochester,100,79,closest_use_2005,"['', [], 'Damba Lkhagvasuren']","[['Damba Lkhagvasuren', 'PERSON']]",Damba Lkhagvasuren,TRUE,,Damba,,Lkhagvasuren,,
190,190,Concordia University,Economics,Dipjyoti Majumdar,Associate Professor,PhD,Indian Statistical Institute,,,,,,,,,,,,,,,,,,,,,,"['Dipjyoti Majumdar', [{'entity': 'B-PER', 'score': 0.9826224, 'index': 1, 'word': 'Di', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.3760326, 'index': 2, 'word': '##p', 'start': 2, 'end': 3}, {'entity': 'I-PER', 'score': 0.6167522, 'index': 3, 'word': '##j', 'start': 3, 'end': 4}, {'entity': 'I-PER', 'score': 0.7692262, 'index': 4, 'word': '##yo', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.83003676, 'index': 5, 'word': '##ti', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9971691, 'index': 6, 'word': 'Maj', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.65712076, 'index': 7, 'word': '##um', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.9048899, 'index': 8, 'word': '##dar', 'start': 14, 'end': 17}], 'Dipjyoti Majumdar']","[['Dipjyoti Majumdar', 'PERSON']]",Dipjyoti Majumdar,TRUE,,Dipjyoti,,Majumdar,,
191,191,Concordia University,Economics,Panos Margaris,Assistant Professor,PhD,University of Manchester,2018,,,,5,,,,,,,,,79,University of Rochester,89,439,University of Manchester,100,439,closest_use_2024,"['Panos Margaris', [{'entity': 'B-PER', 'score': 0.99473476, 'index': 1, 'word': 'Pan', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.89943147, 'index': 2, 'word': '##os', 'start': 3, 'end': 5}, {'entity': 'I-PER', 'score': 0.99910164, 'index': 3, 'word': 'Mar', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.9654565, 'index': 4, 'word': '##gar', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.9594405, 'index': 5, 'word': '##is', 'start': 12, 'end': 14}], 'Panos Margaris']",[],Panos Margaris,TRUE,,Panos,,Margaris,,
192,192,Concordia University,Economics,James McIntosh,Professor,PhD,London School of Economics,1964,0,8,35,,,,,,,,,,14,"London School of Economics and Political Science LSE, University of London",90,3,London School of Economics (LSE),95,14,closest_use_2005,"['James McIntosh', [{'entity': 'B-PER', 'score': 0.9992859, 'index': 1, 'word': 'James', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9992279, 'index': 2, 'word': 'M', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9917253, 'index': 3, 'word': '##c', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.99755496, 'index': 4, 'word': '##I', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9642107, 'index': 5, 'word': '##nto', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.9566719, 'index': 6, 'word': '##sh', 'start': 12, 'end': 14}], 'James McIntosh']","[['James McIntosh', 'PERSON']]",James McIntosh,TRUE,,James,,McIntosh,,
193,193,Concordia University,Economics,Anthony Noce,Coordinator,PhD,,,,,16,,,,,,,,,,,,,,,,,,"['Anthony Noce', [{'entity': 'B-PER', 'score': 0.9986804, 'index': 1, 'word': 'Anthony', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9989203, 'index': 2, 'word': 'No', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.9909697, 'index': 3, 'word': '##ce', 'start': 10, 'end': 12}], 'Anthony Noce']","[['Anthony Noce', 'PERSON']]",Anthony Noce,TRUE,,Anthony,,Noce,,
194,194,Concordia University,Economics,Dan Otchere,Associate Professor,PhD,McGill University,,,,,,,,,,,,,,,,,160,McGill University,100,160,closest_use_2024,"['Dan Otchere', [{'entity': 'B-PER', 'score': 0.9992207, 'index': 1, 'word': 'Dan', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.99928135, 'index': 2, 'word': 'O', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.97497094, 'index': 3, 'word': '##tch', 'start': 5, 'end': 8}, {'entity': 'I-PER', 'score': 0.87312055, 'index': 4, 'word': '##ere', 'start': 8, 'end': 11}], 'Dan Otchere']","[['Dan Otchere', 'PERSON']]",Dan Otchere,TRUE,,Dan,,Otchere,,
195,195,Concordia University,Economics,Szilvia Pápai,Associate Professor,PhD,CalTech,1995,0,12,2,4,,,,,,,,,88,CalTech,100,,,,88,closest_use_2005,"['Szilvia Pápai', [{'entity': 'B-PER', 'score': 0.9678898, 'index': 1, 'word': 'S', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.3195111, 'index': 2, 'word': '##zi', 'start': 1, 'end': 3}, {'entity': 'I-PER', 'score': 0.63659865, 'index': 4, 'word': '##via', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.99840957, 'index': 5, 'word': 'P', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9453106, 'index': 6, 'word': '##á', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.8078744, 'index': 7, 'word': '##pa', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.9471615, 'index': 8, 'word': '##i', 'start': 12, 'end': 13}], 'Szilvia Pápai']",[],Szilvia Pápai,TRUE,,Szilvia,,Pápai,,
196,196,Concordia University,Economics,Asefeh Salarinezhad,Assistant Professor,,,,,,,,,,,,,,,,,,,,,,,,"['Asefeh Salarinezhad', [{'entity': 'B-PER', 'score': 0.99569607, 'index': 1, 'word': 'As', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.8826337, 'index': 2, 'word': '##ef', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.93115324, 'index': 3, 'word': '##eh', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.99787855, 'index': 4, 'word': 'Sal', 'start': 7, 'end': 10}, {'entity': 'I-PER', 'score': 0.9600187, 'index': 5, 'word': '##ari', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.95988786, 'index': 6, 'word': '##ne', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.73096657, 'index': 7, 'word': '##z', 'start': 15, 'end': 16}], 'Asefeh Salarinezhad']","[['Asefeh Salarinezhad', 'PERSON']]",Asefeh Salarinezhad,TRUE,,Asefeh,,Salarinezhad,,
197,197,Concordia University,Economics,Christian Sigouin,Associate Professor,PhD,University of British Columbia,,,,,,,,,,,,,,67,University of British Columbia,100,49,University of British Columbia,100,58,both,"['Christian Sigouin', [{'entity': 'B-PER', 'score': 0.99890935, 'index': 1, 'word': 'Christian', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9989017, 'index': 2, 'word': 'Si', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.8714321, 'index': 3, 'word': '##go', 'start': 12, 'end': 14}, {'entity': 'I-PER', 'score': 0.9852874, 'index': 4, 'word': '##uin', 'start': 14, 'end': 17}], 'Christian Sigouin']","[['Christian Sigouin', 'PERSON']]",Christian Sigouin,TRUE,,Christian,,Sigouin,,
198,198,Concordia University,Economics,Ivan Tchinkov,Senior Lecturer,,Simon Fraser University,2011,,,,,,,,,,,,,,,,206,Simon Fraser University,100,206,closest_use_2024,"['Ivan Tchinkov', [{'entity': 'B-PER', 'score': 0.99897087, 'index': 1, 'word': 'Ivan', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.999321, 'index': 2, 'word': 'T', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.996485, 'index': 3, 'word': '##chin', 'start': 6, 'end': 10}, {'entity': 'I-PER', 'score': 0.7615388, 'index': 4, 'word': '##kov', 'start': 10, 'end': 13}], 'Ivan Tchinkov']","[['Ivan Tchinkov', 'PERSON']]",Ivan Tchinkov,TRUE,,Ivan,,Tchinkov,,
199,199,Concordia University,Economics,Gabrielle Vasey,Assistant Professor,PhD,"University of Pennsylvania, Economics",2021,1,-6,1,2,,,,,,,,,26,University of Pennsylvania,95,25,University of Pennsylvania,95,25,closest_use_2024,"['Gabrielle Vasey', [{'entity': 'B-PER', 'score': 0.9985241, 'index': 1, 'word': 'Gabrielle', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9992619, 'index': 2, 'word': 'V', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.99312496, 'index': 3, 'word': '##ase', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.95347196, 'index': 4, 'word': '##y', 'start': 14, 'end': 15}], 'Gabrielle Vasey']","[['Gabrielle Vasey', 'PERSON']]",Gabrielle Vasey,TRUE,,Gabrielle,,Vasey,,
200,200,Concordia University,Economics,Axel Watanabe,Assistant Professor,PhD,Washington University in St. Louis,2015,1,0,4,,,,,,,,,,65,Washington University,90,122,Washington University in St. Louis,100,122,closest_use_2024,"['Axel Watanabe', [{'entity': 'B-PER', 'score': 0.9993148, 'index': 1, 'word': 'Axel', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99933857, 'index': 2, 'word': 'W', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.99262357, 'index': 3, 'word': '##ata', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.85628206, 'index': 4, 'word': '##na', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.96997917, 'index': 5, 'word': '##be', 'start': 11, 'end': 13}], 'Axel Watanabe']",[],Axel Watanabe,TRUE,,Axel,,Watanabe,,
201,201,Concordia University,Economics,Huan Xie,Associate Professor,PhD,University of Pittsburgh,2008,0,4,11,,2024,,,,,,,,,,,166,University of Pittsburgh,100,166,closest_use_2024,"['Huan Xie', [{'entity': 'B-PER', 'score': 0.99056166, 'index': 1, 'word': 'Hu', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.7576819, 'index': 2, 'word': '##an', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.993952, 'index': 3, 'word': 'Xi', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.7208825, 'index': 4, 'word': '##e', 'start': 7, 'end': 8}], 'Huan Xie']","[['Huan Xie', 'PERSON']]",Huan Xie,TRUE,,Huan,,Xie,,
202,202,Concordia University,Economics,Jipeng Zhang,,,,,,,,,,,,,,,,,,,,,,,,,"['Jipeng Zhang', [{'entity': 'B-PER', 'score': 0.9941064, 'index': 1, 'word': 'Ji', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.42825997, 'index': 2, 'word': '##pen', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.39874086, 'index': 3, 'word': '##g', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.9909133, 'index': 4, 'word': 'Zhang', 'start': 7, 'end': 12}], 'Jipeng Zhang']","[['Jipeng Zhang', 'PERSON']]",Jipeng Zhang,TRUE,,Jipeng,,Zhang,,
